Gene	OF2_OO_sc.1	OF2_OO_sc.2	OF2_OO_sc.3	OF2_OO_sc.4	OF2_OO_sc.5	OF2_OO_sc.6	OF2_OO_sc.7	OF2_OO_sc.8	OF2_OO_sc.9	OF2_OO_sc.10	OF2_OO_sc.11	OF2_OO_sc.12	OF2_OO_sc.13	OF2_OO_sc.14	OF2_OO_sc.15	OF2_OO_sc.16	OF2_OO_sc.17	OF2_OO_sc.18	OF2_OO_sc.19	OF2_OO_sc.20	OF2_OO_sc.21	OF2_OO_sc.22	OF2_OO_sc.23	OF2_OO_sc.24	OF2_OO_sc.25	OF2_OO_sc.27	OF2_OO_sc.28	OF2_OO_sc.29	OF2_OO_sc.30	OF2_OO_sc.31	OF2_OO_sc.32	OF2_OO_sc.33	OF2_OO_sc.34	OF2_OO_sc.35	OF2_OO_sc.36	OF2_OO_sc.37	OF2_OO_sc.38
NAA20	3	0	6	7	1	2	2	12	36	0	161	489	345	0	45	5	91	70	2	18	206	107	58	201	20	12	1	0	8	1	19	20	0	19	29	4	1
NAA25	0	0	0	1	0	0	0	4	9	0	64	140	56	3	11	1	18	26	0	6	68	20	16	56	8	12	0	0	0	0	10	6	0	2	3	2	0
NAA30	2	0	0	1	0	1	3	5	11	0	62	314	548	7	86	5	160	256	0	15	374	108	177	432	92	9	0	0	1	1	77	10	0	7	4	2	1
NAA35	2	1	2	17	2	0	10	12	60	1	440	620	653	3	75	21	179	146	4	43	469	187	233	623	134	18	0	4	8	1	53	20	0	19	26	13	6
NAA38	1	4	1	6	4	2	0	7	28	0	183	418	299	2	16	3	59	58	2	15	233	126	37	191	26	7	0	1	1	0	16	16	0	25	46	11	2
NAA40	0	0	0	0	0	0	0	0	5	1	26	404	44	0	11	0	27	19	0	2	38	14	14	21	3	9	0	0	0	0	4	2	0	0	2	1	0
NAA50	6	0	0	6	1	3	4	3	55	0	140	358	290	2	44	4	70	53	0	23	256	109	92	212	60	27	0	0	5	1	23	23	0	14	39	5	5
NAA60	0	0	0	0	0	0	0	0	4	0	1	7	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
NAAA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NAALAD2	0	0	0	0	0	0	0	0	1	0	37	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALADL1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALADL2	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
NAB1	3	2	1	2	0	0	1	0	22	0	95	82	91	0	12	0	27	28	1	9	62	16	40	104	37	7	1	0	1	0	7	10	1	6	8	2	0
NAB2	0	0	0	0	0	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	4	0	0	0
NABP1	0	0	0	4	1	1	4	6	8	0	16	530	378	1	44	3	77	98	1	18	212	126	65	142	40	1	0	1	0	3	16	1	0	12	16	4	0
NABP2	2	0	0	0	0	0	0	0	11	0	94	108	36	0	1	0	2	4	0	0	17	13	8	30	8	0	0	1	1	0	4	1	0	4	4	0	0
NACAD	0	0	0	0	0	0	0	0	1	0	10	33	24	0	0	0	0	2	0	0	11	2	6	19	4	0	0	0	0	0	1	0	0	0	0	0	0
NACC2	1	0	0	2	0	0	1	3	23	0	25	57	97	3	15	0	25	23	0	12	78	41	64	274	68	22	0	1	2	0	9	8	0	2	5	1	1
NADK	0	0	0	0	0	0	0	0	0	0	3	27	5	0	0	0	1	2	0	0	7	0	1	9	1	0	0	0	0	0	0	0	0	0	1	0	2
NADK2	0	0	0	1	0	0	0	1	2	0	48	42	30	0	9	0	27	17	0	0	35	8	18	28	6	0	0	2	1	0	4	0	0	2	3	3	0
NADSYN1	1	0	0	1	0	0	0	3	17	1	42	430	178	0	7	0	26	18	2	13	158	31	40	170	39	6	0	0	0	1	3	4	0	18	23	3	6
NAE1	3	1	0	11	5	3	2	1	45	0	180	252	235	1	37	4	62	64	0	11	206	64	27	136	23	5	0	0	2	2	23	11	0	46	21	5	1
NAF1	0	0	0	0	0	0	0	0	13	0	73	133	53	1	5	0	20	17	0	4	65	5	10	35	5	9	0	0	0	0	5	1	0	1	3	0	0
NAGA	0	0	0	0	0	0	0	0	0	0	27	14	3	0	0	0	2	1	0	0	5	0	1	4	3	1	0	0	0	0	0	0	0	0	4	0	0
NAGK	2	1	0	5	0	0	0	2	13	0	100	345	207	0	6	0	25	14	2	5	162	58	40	176	34	4	0	0	2	0	6	6	0	5	9	2	0
NAGLU	0	0	0	0	0	0	0	0	1	0	57	25	6	0	2	0	0	0	0	1	6	0	2	5	1	2	0	0	0	0	0	0	0	0	0	0	0
NAGPA	0	0	0	1	0	0	3	1	16	0	29	811	219	3	13	1	22	21	2	6	133	26	63	173	39	11	0	0	0	0	8	5	0	4	6	0	0
NAGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAIF1	0	0	0	0	0	0	0	0	3	0	37	30	13	0	0	0	1	1	0	0	7	1	9	21	1	0	0	0	0	0	0	0	0	0	0	0	1
NAIP	0	0	0	1	2	0	0	0	1	0	49	40	28	0	1	2	17	1	0	4	27	3	10	40	5	0	0	0	0	1	2	1	0	1	0	0	0
NALCN	0	0	0	4	0	0	1	1	7	0	6	107	50	1	10	1	23	23	0	11	36	43	4	33	10	2	0	0	0	0	8	7	0	6	3	1	0
NAMPT	0	2	1	1	1	0	1	0	9	0	58	150	84	3	10	0	29	29	0	7	67	29	25	75	17	6	0	0	2	0	5	2	0	2	5	1	0
NANOG	0	0	0	0	0	0	0	0	0	0	9	510	7	0	0	0	5	4	0	1	10	5	4	4	1	0	0	0	0	0	0	1	0	0	3	1	0
NANOGNB	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANP	5	2	0	2	0	0	2	2	12	0	15	113	65	0	7	3	23	22	0	5	47	27	15	40	4	8	0	0	7	0	13	7	0	7	6	1	6
NANS	0	3	1	10	3	0	3	7	30	0	52	860	639	9	52	9	200	142	1	34	438	305	95	375	83	13	0	1	6	4	26	27	3	64	63	6	9
NAP1L1	13	8	3	29	13	9	25	32	143	2	1086	785	961	35	174	30	332	329	14	89	848	365	531	1233	392	45	0	11	15	8	140	21	1	69	58	13	14
NAP1L4	3	1	1	26	2	2	4	10	116	0	351	1011	703	0	112	3	208	143	5	51	599	262	344	897	173	22	0	2	19	1	43	27	0	55	63	21	16
NAP1L5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPA	0	0	0	0	0	0	0	0	8	0	25	377	122	0	0	0	1	2	0	5	103	5	14	116	8	2	0	0	0	0	1	7	0	6	15	0	0
NAPB	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAPEPLD	0	0	0	0	0	0	0	0	0	0	42	23	5	0	0	0	2	4	0	0	10	2	3	13	4	0	0	0	0	0	5	0	0	0	0	0	0
NAPRT	0	0	0	0	0	0	0	0	6	0	1	2	3	1	0	0	0	0	0	0	1	0	0	11	4	0	0	0	0	0	0	2	0	5	3	0	1
NAPSA	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NARF	3	0	0	5	1	0	0	1	24	0	42	659	286	2	13	1	35	33	1	15	232	94	44	155	26	8	0	0	1	0	8	16	0	15	12	8	0
NARFL	0	0	0	0	0	0	0	0	0	0	18	7	8	0	0	0	2	0	0	0	4	2	0	10	0	0	0	0	0	0	0	0	0	2	1	0	0
NARS	1	0	0	6	2	3	1	3	26	0	114	338	194	3	26	4	61	60	0	6	139	52	54	189	40	2	0	2	3	0	10	7	0	21	16	4	3
NARS2	0	0	0	2	0	0	1	1	8	0	50	155	73	2	10	0	21	13	1	4	59	26	12	52	11	2	0	0	1	0	5	4	0	8	13	0	2
NASP	15	3	5	22	5	5	16	13	164	2	276	1144	1190	38	226	17	472	352	8	96	1001	352	836	1500	439	52	1	6	18	6	100	49	0	54	66	19	4
NAT1	1	1	1	1	2	2	0	3	8	0	3	212	183	0	30	10	72	51	0	14	167	91	14	64	11	0	0	2	0	0	6	7	0	3	1	0	2
NAT10	0	0	1	2	1	1	1	2	15	0	81	339	189	5	26	1	46	43	1	17	202	52	123	272	97	8	0	0	2	0	11	5	1	3	2	2	0
NAT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT6	0	0	0	0	0	0	0	0	14	0	12	174	35	0	0	0	2	0	0	0	33	2	3	6	2	4	0	0	0	0	2	0	0	11	4	1	0
NAT9	0	0	0	0	0	0	0	0	5	0	18	26	11	0	0	0	2	1	0	1	11	0	3	8	1	0	0	0	0	0	0	3	0	8	2	0	1
NATD1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
NAV1	0	0	0	0	0	0	0	0	0	0	0	84	1	0	1	0	1	1	0	0	4	0	1	1	3	0	0	0	0	0	2	0	0	0	0	0	0
NAV2	1	0	0	0	0	0	1	0	13	0	16	149	89	1	4	0	25	12	0	4	68	14	38	118	18	2	0	0	1	0	2	1	0	1	3	1	0
NAV3	0	0	0	0	0	0	0	0	1	0	0	28	6	0	1	0	3	3	0	0	12	1	3	10	2	0	0	0	0	0	0	0	0	1	3	0	0
NAXD	0	0	0	0	0	0	0	0	2	0	4	159	61	0	4	0	3	2	0	3	53	15	10	40	3	1	0	0	0	0	0	0	0	1	4	0	0
NAXE	0	0	0	5	1	0	0	1	20	0	197	282	216	6	11	0	47	23	0	9	180	75	36	105	16	7	0	0	2	0	4	10	0	20	10	7	5
NBAS	0	0	0	3	0	0	0	0	5	0	54	51	39	0	4	1	1	8	0	2	35	12	25	51	16	3	0	0	0	0	2	4	0	0	3	0	2
NBDY	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEA	0	1	0	5	0	2	4	2	33	0	69	310	208	0	11	5	26	15	3	20	206	41	51	202	37	11	0	0	3	1	20	12	0	12	1	8	5
NBEAL1	2	0	0	5	3	0	0	2	14	0	107	120	109	0	13	0	29	39	0	14	88	58	33	87	8	0	0	0	1	2	8	1	0	5	8	1	1
NBEAL2	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0
NBN	0	0	0	1	0	0	0	0	6	1	178	97	63	1	7	2	15	6	0	2	37	15	10	46	2	4	0	0	0	0	1	0	0	2	6	1	0
NBR1	0	0	0	0	1	0	0	0	15	0	186	79	48	0	7	0	17	16	1	3	41	13	27	63	17	7	0	3	0	0	7	0	0	5	8	2	3
NCALD	0	0	0	0	0	0	0	0	3	0	125	138	54	0	5	0	18	8	2	2	28	22	12	21	9	3	0	0	0	0	6	0	0	0	3	3	0
NCAM1	0	0	0	0	0	0	0	0	1	0	39	21	15	0	1	0	0	3	0	1	15	1	14	21	5	1	0	0	0	0	2	2	0	0	0	1	0
NCAM2	3	0	1	3	4	0	4	12	22	0	56	749	515	2	91	17	189	226	0	32	410	282	87	250	29	3	1	0	4	7	51	11	1	20	21	5	6
NCAN	0	0	0	0	0	0	0	0	0	0	1	15	30	0	0	0	6	1	0	0	16	2	3	33	11	0	0	0	0	0	1	0	0	0	0	0	0
NCAPD2	0	0	0	0	0	0	0	0	2	0	48	17	13	1	1	0	11	2	0	0	19	3	10	32	0	3	0	0	0	0	0	4	0	0	0	0	0
NCAPD3	0	0	0	1	4	1	0	1	0	0	47	58	43	2	2	0	13	7	0	2	34	12	28	57	4	4	1	2	1	0	3	3	0	3	4	3	3
NCAPG	7	0	0	4	1	6	2	5	55	0	41	494	446	1	51	6	128	90	0	31	280	133	149	458	93	19	0	1	10	2	35	21	0	29	23	8	2
NCAPG2	0	0	2	0	1	0	0	1	0	0	33	107	75	2	8	2	28	19	1	2	57	10	38	56	3	4	0	0	2	0	8	0	0	2	1	1	0
NCAPH	0	2	0	3	1	0	0	3	25	0	28	656	389	5	24	3	93	59	0	22	394	68	129	436	76	7	0	1	2	0	16	13	0	16	17	6	0
NCAPH2	0	0	0	0	0	0	0	0	1	0	18	67	8	0	0	0	1	0	0	0	14	0	11	17	1	1	0	0	0	0	0	5	0	8	3	3	1
NCBP1	0	0	1	9	2	1	3	4	22	1	38	547	344	3	45	5	81	102	0	11	272	109	92	316	54	6	0	0	6	1	32	13	2	18	20	6	6
NCBP2	1	3	5	5	1	2	3	8	54	2	158	491	248	1	14	3	67	58	1	31	200	96	50	170	20	8	0	0	13	4	26	15	0	45	48	16	6
NCBP2-AS2	0	0	0	0	0	0	0	0	0	0	6	15	6	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBP3	0	0	0	2	2	4	1	1	26	0	43	300	152	0	29	3	50	40	0	15	150	57	97	298	39	5	0	3	7	1	1	9	0	5	11	4	6
NCCRP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCDN	0	0	0	0	0	0	0	0	0	0	21	18	3	0	0	0	0	0	0	0	6	0	3	20	0	0	0	0	0	0	0	1	0	0	0	0	0
NCEH1	0	0	0	0	0	0	2	0	0	0	107	6	7	0	0	0	1	4	0	0	4	0	0	7	3	1	0	0	0	0	3	0	0	0	0	0	0
NCF1	0	0	0	0	0	0	0	0	1	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCF2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCK1	0	0	3	0	1	0	0	1	4	0	40	105	81	0	14	0	23	25	0	3	48	18	12	36	9	3	0	0	0	3	1	5	1	5	13	1	2
NCK2	0	0	1	2	0	0	0	1	33	0	65	332	228	2	10	4	35	31	3	11	236	45	69	254	26	5	0	0	2	0	15	14	0	26	10	1	1
NCKAP1	0	1	0	0	0	1	0	0	16	1	199	90	154	1	20	0	40	37	2	9	93	17	42	127	19	3	0	0	0	0	17	4	1	1	3	1	0
NCKAP1L	0	0	0	0	0	0	0	0	0	0	0	34	8	0	2	0	5	11	0	0	12	4	7	14	3	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP5	1	0	0	4	0	0	0	2	2	0	16	31	23	0	2	0	2	1	0	2	25	6	15	70	7	10	0	0	2	0	2	12	0	14	4	3	6
NCKAP5L	0	0	0	0	0	0	0	0	0	0	32	28	28	0	0	0	2	2	0	1	13	1	4	25	5	1	0	0	0	0	0	0	0	0	0	0	0
NCKIPSD	0	1	0	5	0	0	1	1	12	0	6	250	125	1	13	3	41	34	0	11	76	25	38	107	28	0	0	0	0	4	10	6	0	17	4	3	0
NCLN	0	0	0	0	0	0	0	0	2	0	1	37	21	0	0	0	0	0	0	0	7	1	4	8	0	0	0	0	0	0	1	0	0	0	4	0	0
NCMAP	0	1	0	0	0	0	0	3	4	0	0	10	8	0	0	0	3	0	0	0	8	6	1	9	0	0	0	0	0	0	0	0	0	1	6	0	0
NCOA1	0	0	0	0	0	0	0	0	5	0	143	99	69	1	10	0	25	30	2	3	74	14	41	106	16	8	0	1	1	1	5	2	0	0	1	1	0
NCOA2	3	0	3	3	0	0	2	0	11	1	100	91	117	2	11	0	28	39	0	22	76	23	61	169	46	9	0	0	1	0	10	6	0	5	7	2	0
NCOA3	3	4	4	10	5	1	5	21	28	1	96	422	442	8	162	14	272	415	3	50	322	154	152	453	91	17	0	4	6	1	86	15	0	10	22	8	4
NCOA4	0	0	0	1	1	0	0	3	12	0	206	299	195	2	16	3	26	20	1	11	118	31	57	134	30	6	0	1	0	2	13	6	0	11	14	4	0
NCOA5	0	0	0	1	1	0	0	0	1	0	52	45	49	1	1	0	4	5	0	0	17	3	6	33	9	1	0	1	0	0	1	3	0	1	2	4	0
NCOA6	0	0	0	1	0	0	0	1	3	0	88	68	74	1	7	0	35	22	1	3	82	24	46	123	26	2	0	1	0	0	4	3	0	0	0	2	0
NCOA7	0	0	0	4	0	0	0	1	0	0	38	25	13	0	0	0	6	3	0	0	11	4	5	28	0	2	1	0	0	0	3	0	0	0	2	0	0
NCOR1	5	11	0	19	7	4	4	9	80	3	247	780	432	4	107	10	265	249	3	63	439	163	120	336	66	6	1	4	5	0	35	39	0	26	36	2	8
NCOR2	2	0	0	0	0	0	0	0	1	0	28	54	18	0	1	0	3	3	0	0	10	3	10	38	7	0	0	0	0	0	2	0	0	0	0	0	0
NCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ncr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCS1	0	0	0	0	0	0	0	0	1	0	4	44	11	0	0	0	1	0	0	0	11	0	4	26	9	2	0	0	0	0	0	1	0	0	0	0	1
NCSTN	0	1	0	1	0	0	0	1	3	0	145	107	45	0	1	1	2	7	0	2	29	5	14	34	10	7	0	0	0	0	1	1	0	5	1	2	0
ND1	46	116	80	218	82	74	66	154	1044	11	1650	1693	2287	77	608	82	645	564	73	260	1423	1012	484	1140	116	143	22	73	166	88	243	459	17	1390	901	546	311
ND2	191	292	167	624	240	178	255	517	2124	19	3060	2429	4014	261	1216	223	1453	1356	168	675	2778	1893	1235	3034	552	562	64	235	619	266	653	1083	22	2641	1569	1087	826
ND3	48	108	58	137	84	26	113	99	825	5	1876	1348	1506	69	628	70	719	723	32	174	1031	770	355	1068	218	122	25	76	116	43	559	183	5	865	479	244	103
ND4	55	102	45	179	67	56	88	99	595	5	2063	1058	1715	68	349	81	455	439	41	244	1132	680	518	1290	183	139	13	55	155	69	235	333	5	546	361	281	178
ND4L	3	5	2	6	7	3	2	8	95	0	29	128	81	2	36	2	12	14	0	9	56	44	6	43	4	4	0	4	5	1	7	7	1	51	29	10	7
ND5	46	59	40	196	68	51	59	123	801	6	1421	1873	1933	100	849	61	802	733	30	278	1377	844	652	1999	99	144	11	63	95	32	283	203	9	457	408	220	117
ND6	15	32	20	50	27	11	33	69	199	2	865	566	460	27	237	36	183	144	49	222	338	211	134	558	51	34	9	38	43	10	62	81	1	86	107	106	107
NDC80	0	0	2	2	1	2	1	1	20	2	40	425	229	0	50	3	95	111	0	18	154	125	61	154	36	4	0	6	5	2	33	8	0	14	8	1	11
NDE1	0	0	0	2	0	0	0	2	9	0	2	162	60	1	5	0	11	2	0	5	39	24	11	37	2	3	0	0	1	0	0	2	0	2	1	0	0
NDEL1	0	0	0	0	0	0	2	0	1	0	10	10	5	1	5	1	4	0	0	0	4	3	23	49	6	2	0	0	0	0	1	0	0	0	2	0	0
NDFIP1	0	1	0	0	1	0	7	3	8	1	504	300	210	1	12	2	42	48	0	9	140	44	38	104	33	3	0	2	1	0	10	5	0	6	5	0	5
NDFIP2	0	0	0	1	0	0	0	2	1	1	114	116	90	0	7	2	26	29	0	5	87	45	20	41	9	7	0	2	0	0	14	1	0	1	2	2	3
NDN	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDNF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDOR1	0	0	0	0	0	0	0	0	0	0	5	17	10	0	0	0	0	1	0	1	2	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0
NDP	0	0	0	0	0	0	0	0	0	0	259	3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Ndrg1	1	0	0	0	0	0	1	1	6	0	66	100	118	1	6	2	24	9	0	3	110	32	63	255	74	12	0	0	0	0	3	2	0	3	1	1	0
NDRG2	0	0	0	0	0	0	0	1	0	2	65	1	1	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
NDRG3	0	0	0	0	0	0	0	0	0	0	2	17	5	0	0	0	2	2	0	0	8	1	0	3	0	0	0	0	0	0	0	4	0	1	3	0	0
NDRG4	2	0	0	0	0	2	0	0	7	0	30	170	111	5	7	0	13	14	0	7	104	17	78	178	47	9	1	0	0	0	8	9	0	6	15	5	1
NDST1	0	0	0	0	0	0	0	0	1	0	28	5	5	1	0	0	0	0	0	0	5	0	3	19	1	0	0	0	0	0	0	2	0	0	0	0	0
NDST3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NDST4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA1	8	4	8	37	10	11	2	20	128	0	450	749	644	8	127	19	245	220	8	53	569	374	158	444	80	19	2	9	30	9	90	79	0	109	98	74	42
NDUFA10	0	1	2	15	0	1	2	8	43	1	120	499	288	4	12	7	43	39	0	18	211	88	60	170	49	12	0	0	4	0	8	23	1	26	22	9	5
NDUFA11	1	0	3	5	1	0	0	1	28	1	226	521	322	4	23	0	69	46	0	16	218	75	34	186	18	6	0	1	5	2	4	11	0	39	16	13	7
NDUFA12	13	15	6	34	7	15	19	33	49	0	337	775	749	4	160	28	267	196	10	99	540	449	101	352	40	9	2	5	33	11	77	28	2	65	62	39	23
NDUFA2	2	2	2	17	2	1	4	17	61	2	407	423	296	2	30	3	55	49	3	20	249	176	63	246	30	9	0	3	8	3	10	29	0	44	36	19	13
ENSMFAG00000043193_NDUFA4	10	18	7	36	17	9	2	19	134	4	760	847	844	15	125	20	244	235	4	48	574	387	123	495	59	44	0	5	34	11	87	73	0	135	128	85	41
ENSMFAG00000015919_NDUFA4	0	0	0	0	1	0	0	0	0	0	20	5	3	0	0	0	1	2	0	0	0	4	2	6	2	4	0	0	0	0	2	2	0	0	0	0	0
NDUFA4L2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5	1	2	2	5	4	1	3	7	23	0	98	89	76	1	7	6	29	35	1	13	78	49	14	48	9	4	0	1	1	2	6	20	0	21	9	7	8
NDUFA7	9	6	3	19	9	7	1	8	140	0	431	890	767	5	65	4	143	125	8	43	589	258	85	529	83	34	0	0	7	7	20	60	0	90	92	42	22
NDUFA8	3	7	9	25	5	5	2	26	72	0	276	933	725	2	122	20	264	320	3	65	588	406	150	389	50	9	0	0	19	4	58	29	0	95	41	29	15
NDUFAB1	3	1	3	15	1	0	2	8	46	0	335	351	522	4	20	4	45	54	2	24	373	188	39	284	48	9	0	3	5	1	14	20	0	53	24	18	10
NDUFAF1	2	2	0	8	2	2	0	2	22	0	69	177	219	2	21	3	88	37	0	4	127	53	27	103	9	1	0	2	1	0	15	14	0	13	12	4	4
NDUFAF2	0	0	0	0	0	0	0	0	0	0	58	13	10	0	2	0	3	1	0	2	4	2	0	5	2	2	0	0	0	0	0	0	0	6	1	0	0
NDUFAF3	0	1	0	1	0	0	0	3	36	0	188	120	89	0	5	0	16	9	0	1	50	31	15	42	6	5	3	0	2	1	0	26	0	19	14	1	0
NDUFAF4	0	0	1	3	0	0	0	0	12	0	82	239	149	1	35	6	36	39	1	12	119	57	33	85	22	6	0	0	1	1	17	6	0	7	6	3	5
NDUFAF5	0	0	0	1	0	0	0	0	3	0	49	85	26	0	4	1	13	18	0	6	20	25	3	21	2	0	0	0	0	0	9	1	0	0	4	4	1
NDUFAF6	1	0	0	1	0	1	0	4	12	0	49	61	53	0	6	0	19	16	0	3	25	4	15	53	4	5	0	1	2	2	6	3	0	5	7	1	0
NDUFAF7	0	0	0	4	0	0	0	0	3	0	31	217	57	0	5	0	10	18	0	3	51	19	14	26	0	2	0	0	2	0	7	2	0	2	2	2	1
NDUFAF8	2	2	0	0	3	1	1	5	30	0	164	343	200	3	14	0	31	22	1	13	145	99	31	121	21	11	0	1	5	1	20	10	0	15	24	3	3
NDUFB10	4	7	0	10	4	1	1	10	38	0	242	539	249	2	22	14	76	57	0	22	230	159	53	182	38	6	0	3	13	0	4	24	0	63	30	6	4
NDUFB2	12	26	16	74	22	10	11	38	146	4	865	1659	1712	15	220	44	759	775	13	135	1397	1021	379	1008	160	25	2	4	54	8	116	100	3	164	98	78	56
NDUFB4	4	7	0	18	1	6	3	6	57	0	657	427	196	2	19	7	79	52	0	28	149	100	37	164	19	4	0	4	13	5	15	33	1	61	58	13	12
NDUFB5	5	7	5	31	8	2	1	13	80	0	296	644	460	6	74	10	106	105	2	45	389	226	90	284	57	12	2	3	16	8	30	52	1	94	73	25	18
NDUFB6	9	14	11	31	6	11	4	17	81	0	308	421	421	8	81	13	169	164	3	55	305	194	92	285	55	15	0	1	16	9	52	38	0	67	48	22	15
NDUFB7	2	1	0	13	5	1	1	2	53	1	333	409	317	7	3	3	30	38	3	8	200	71	41	199	35	15	0	2	4	0	4	49	0	82	59	17	17
NDUFB9	0	2	1	3	0	0	0	0	5	0	112	193	103	1	3	0	26	25	0	1	67	28	12	52	5	6	0	0	3	0	5	1	0	2	5	0	2
NDUFC1	8	5	10	26	7	3	5	19	81	2	719	837	891	7	88	13	242	261	1	74	596	392	140	477	82	17	2	4	13	4	37	41	0	92	76	43	14
NDUFC2	4	9	4	26	2	5	5	8	133	2	354	550	534	3	56	8	108	65	2	44	338	225	62	336	44	15	2	3	9	0	26	49	1	106	71	36	15
NDUFS1	2	0	0	1	0	1	1	0	4	0	45	97	71	0	6	0	19	14	0	2	53	23	12	33	6	2	0	1	2	0	6	7	0	8	4	1	0
NDUFS3	1	3	0	16	2	0	0	2	27	1	234	372	321	2	12	2	63	55	0	17	216	140	42	222	28	8	0	2	2	7	4	23	0	60	29	12	20
NDUFS4	5	7	4	24	3	7	4	22	57	2	272	613	390	1	53	11	181	124	3	53	349	275	80	204	16	8	1	0	7	6	67	30	0	73	45	34	33
NDUFS5	10	9	3	40	9	11	2	17	80	2	481	989	1117	6	137	19	467	368	2	83	748	571	189	494	76	19	1	1	17	11	95	47	2	61	54	30	16
